rang,pays,zone,localite,incidents_declares
2061,FIJI,Taveuni,Garden Island Resort,1
2062,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,1
2063,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,1
2064,FIJI,Taveuni Island,Ura Estate,1
2065,FIJI,Vanua Levu,Cakau Levu,1
2066,FIJI,Vanua Levu,Dawara,1
2067,FIJI,Vanua Levu,Inconnu,1
2068,FIJI,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",1
2069,FIJI,Vanua Levu,Off the Bua coast,1
2070,FIJI,Vanua Levu,"Tawake, Cakaudrove",1
2071,FIJI,Vita Levu,Korolevu (South coast between Nadi & Suva),1
2072,FIJI,Vita Levu,Naviti,1
2073,FIJI,Viti Levu,Near Suva,1
2074,FIJI,Viti Levu,Singatoka River,1
2075,FIJI,Viti Levu,Suva Harbor,1
2076,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River",1
2077,FIJI,Viti Levu Island,Navua,1
2078,FIJI,Viti Levu Island,Rewa River,1
2079,FIJI,Viti Levu Island,Suva Harbor,1
2080,FIJI,Viti Levu Island,"Suva Harbor, Suva",1
2081,FIJI,Viti Levu Island,Tamavua River,1
2082,FIJI,Viti Levu group,Beqa,1
2083,FIJI,Vitu Levu,"Malake Island, Ra Province",1
2084,FIJI,Wakaya Island,Inconnu,1
2085,FIJI,Yasawa Islands,Nabukeru,1
2086,FIJI,Yasawa Islands,Turtle Island,1
2087,FIJI,Yasawa Islands,Waya Island,1
2088,FRANCE,Alpes Maritime,Antibes,1
2089,FRANCE,Antibes,Inconnu,1
2090,FRANCE,Bay of Biscay,Inconnu,1
2091,FRANCE,Brittany,Brest,1
2092,FRANCE,Côte d'Azur,Antibes,1
2093,FRANCE,Côte d'Azur,Between Nice & Villefranche,1
2094,FRANCE,Côte d'Azur,St. Tropez,1
2095,FRANCE,Gulf of Lyons,Gruissan,1
2096,FRANCE,Inconnu,Inconnu,1
2097,FRANCE,Inconnu,Nice,1
2098,FRANCE,Nice & Marseilles,Inconnu,1
2099,FRANCE,Provence,"la Badine, Hyères",1
2100,FRANCE,Wallis and Futuna,Wallis Island,1
2101,FRENCH POLYNESIA,Bora Bora,Anau,1
2102,FRENCH POLYNESIA,Bora Bora,Inconnu,1
2103,FRENCH POLYNESIA,Bora Bora,To'opua,1
2104,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",1
2105,FRENCH POLYNESIA,Inconnu,"Makemo atoll,",1
2106,FRENCH POLYNESIA,Inconnu,One week out of Pápete,1
2107,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",1
2108,FRENCH POLYNESIA,Marquesas,Ua Huka,1
2109,FRENCH POLYNESIA,Marquesas,Ua Pou,1
2110,FRENCH POLYNESIA,Moorea,Afareitu Lagoonarium.,1
2111,FRENCH POLYNESIA,Moorea,Opunohu Bay,1
2112,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,1
2113,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,1
2114,FRENCH POLYNESIA,Society Islands,Huahine,1
2115,FRENCH POLYNESIA,Society Islands,Moorea,1
2116,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",1
2117,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",1
2118,FRENCH POLYNESIA,Society Islands,Tetiaroa,1
2119,FRENCH POLYNESIA,Tahiti,"Matavai Bay, Arue, Papetee",1
2120,FRENCH POLYNESIA,Tahiti,"Pointe des pêcheurs, Punaahuia",1
2121,FRENCH POLYNESIA,Tahiti,Rangiroa,1
2122,FRENCH POLYNESIA,Tahiti,Tautira,1
2123,FRENCH POLYNESIA,Tahiti,Vallée Blanche,1
2124,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,1
2125,FRENCH POLYNESIA,Tuamotu Islands,Tikehau,1
2126,FRENCH POLYNESIA,Tuamotus,Ahé Atoll,1
2127,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll,1
2128,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",1
2129,FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",1
2130,FRENCH POLYNESIA,Tuamotus,Rangiroa,1
2131,GABON,Estuaire Province,Owendo,1
2132,GEORGIA,Inconnu,"Savannah River, Chatham County",1
2133,GHANA,Cape Coast,Inconnu,1
2134,GRAND CAYMAN,East Wall,Jack McKenney's Canyon,1
2135,GREECE,Andikira Fokithes,Inconnu,1
2136,GREECE,Attica,Keratsini,1
2137,GREECE,Carpathian Sea,Dodecanese Islands,1
2138,GREECE,Corfu,Off the harbor wall at Mandrakina,1
2139,GREECE,Corfu Island,Kérkira,1
2140,GREECE,Cyclades,Near Mykonos Island,1
2141,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros,1
2142,GREECE,Inconnu,33 nautical miles off Othonoi Island,1
2143,GREECE,Inconnu,Kalamata,1
2144,GREECE,Inconnu,"Piraeus, Athens",1
2145,GREECE,Inconnu,Salonika?,1
2146,GREECE,Island of Kos,Inconnu,1
2147,GREECE,Northern Peloponnese,Patras,1
2148,GREECE,Pagasitikos Gulf,Inconnu,1
2149,GREECE,Thessaly,near Trikerion Island,1
2150,GREENLAND,Inconnu,Inconnu,1
2151,GRENADA,St. Georges,Black Point Bay,1
2152,GUAM,Merizo,Achang Reef,1
2153,GUAM,North Region,Ritidian Point,1
2154,GUATEMALA,Inconnu,Inconnu,1
2155,GUINEA,Conakry Region,Ile de Loss,1
2156,GULF OF ADEN,Between Somalia & Yemen,Inconnu,1
2157,GUYANA,Demerara County,Off the Demerara River,1
2158,GUYANA,Essequibo,Essequibo River Mouth,1
2159,GUYANA,Inconnu,Demerara,1
2160,HAITI,Cape Haitien,Marine Dock,1
2161,HAITI,Off Cape Haitien,Inconnu,1
2162,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),1
2163,HONDURAS,Bay Islands,Utila,1
2164,HONDURAS,Black River,Inconnu,1
2165,HONDURAS,Cortés,Off Puerto Cortez (Caribbean coast),1
2166,HONDURAS,Inconnu,Mouth of the Ullua River,1
2167,HONG KONG,Clearwater Bay,First Beach,1
2168,HONG KONG,Ho Ha Wan Marine Park,Inconnu,1
2169,HONG KONG,Inconnu,"Basalt Island, 9km from Silverstrand",1
2170,HONG KONG,Inconnu,Junk Bay,1
2171,HONG KONG,Inconnu,Mirs Bay,1
2172,HONG KONG,Inconnu,Tweed Beach,1
2173,HONG KONG,Kowloon Peninsula,Sai Kung,1
2174,HONG KONG,New Territories,Sai Kung Beach,1
2175,HONG KONG,New Territories,Sheung Sz Wan,1
2176,HONG KONG,New Territories,Sheung Sze Wan Beach,1
2177,HONG KONG,New Territories,Silverstrand,1
2178,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Silverstrand,1
2179,HONG KONG,Port Shelter,"Silverstrand Beach, near Hung Hau",1
2180,HONG KONG,South China Sea 200 miles from Hong Kong,Inconnu,1
2181,ICELAND,Bardestrand,Talkknefiord,1
2182,ICELAND,Fishing Grounds,Inconnu,1
2183,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",1
2184,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",1
2185,INDIA,"22ºN, 88ºE",Hoogly River at Multah,1
2186,INDIA,"22ºN, 88ºE",Near Sobah Bazar,1
2187,INDIA,Andaman Islands,Port Blair,1
2188,INDIA,Bay of Bengal,Madras Harbor,1
2189,INDIA,Gujarat,Cutch Coast,1
2190,INDIA,Hoogly River,Ghat,1
2191,INDIA,Hoogly River,Near Calcutta,1
2192,INDIA,Inconnu,"At Panihattu, Barrackpore, Dackhineshwar, Barahonagore, Kashipur & Chitpur down to Baug Bazar ghats",1
2193,INDIA,Inconnu,Chennai,1
2194,INDIA,Inconnu,Hooghly River,1
2195,INDIA,Inconnu,Off Trivandrum (west coast),1
2196,INDIA,Inconnu,"Triplicane Beach, Chennai",1
2197,INDIA,Kerala,River Cochin,1
2198,INDIA,Maharashtra,Bombay (now Mumbai),1
2199,INDIA,Orissa,Machhagan,1
2200,INDIA,Orissa,Mouth of Devi River at Machgaon,1
2201,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",1
2202,INDIA,Tamil Nadu,St. Thomé,1
2203,INDIA,Tamil Nadu,Tuticorin,1
2204,INDIA,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",1
2205,INDIA,West Bengal,(Calcutta?),1
2206,INDIA,West Bengal,Ganges Delta,1
2207,INDIA,West Bengal,Ganges River,1
2208,INDIA,West Bengal,Hooghley River near Budge-Budge,1
2209,INDIA,West Bengal,Hooghly River mouth,1
2210,INDIA,West Bengal,Hoogly River,1
2211,INDIA,West Bengal,"Hoogly River, Calcutta",1
2212,INDIA,West Bengal,"Panihati, 4 miles south of Barrackpore on the Hoogly River",1
2213,INDIAN OCEAN,Between Noumea & Sydney,Inconnu,1
2214,INDIAN OCEAN,Between Perth & Colombo,Inconnu,1
2215,INDIAN OCEAN,Inconnu,Between Straits of Malacca and Sri Lanka,1
2216,INDIAN OCEAN,Inconnu,Bound from Cape Town for St. Helena,1
