source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,6273779970,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-04T10:58:02,35.269413,-120.88651,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6273779970,2026-09-23T07:33:58.049373+00:00
gbif,6320074783,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-16T10:19,36.973431,-121.931309,United States of America,,,HUMAN_OBSERVATION,61.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6320074783,2026-09-23T07:33:58.049373+00:00
gbif,6320239980,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-13T19:07:57,-35.280075,136.093031,Australia,,,HUMAN_OBSERVATION,9790.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6320239980,2026-09-23T07:33:58.049373+00:00
gbif,6320262553,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-16T14:25:44,36.972064,-121.926014,United States of America,,,HUMAN_OBSERVATION,,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6320262553,2026-09-23T07:33:58.049373+00:00
gbif,6320396074,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-16T14:18:44,36.969989,-121.923185,United States of America,,,HUMAN_OBSERVATION,57.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6320396074,2026-09-23T07:33:58.049373+00:00
gbif,6321043839,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-16T10:09,36.974564,-121.930206,United States of America,,,HUMAN_OBSERVATION,61.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6321043839,2026-09-23T07:33:58.049373+00:00
gbif,6333847816,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-25T09:35:36,33.417738,-117.623642,United States of America,,,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6333847816,2026-09-23T07:33:58.049373+00:00
gbif,6352632646,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-25T09:35:37,33.417681,-117.6236,United States of America,,Juvenile,HUMAN_OBSERVATION,,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6352632646,2026-09-23T07:33:58.049373+00:00
gbif,6431152356,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-28T10:40,-34.640621,136.111587,Australia,,,HUMAN_OBSERVATION,5811.0,iNaturalist research-grade observations,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://www.gbif.org/occurrence/6431152356,2026-09-23T07:33:58.049373+00:00
gbif,6431727688,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-28T10:30,-34.643968,136.119352,Australia,,Egg,HUMAN_OBSERVATION,2053.0,iNaturalist research-grade observations,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://www.gbif.org/occurrence/6431727688,2026-09-23T07:33:58.049373+00:00
